No.,Date,Time,Header,Data,Unit
453,29/10/2024,21:47:08,ST,1000,g
454,29/10/2024,22:02:08,ST,1000,g
455,29/10/2024,22:17:08,ST,998.9,g
456,29/10/2024,22:32:08,ST,997.9,g
457,29/10/2024,22:47:08,ST,997.9,g
458,29/10/2024,23:02:08,ST,997.9,g
459,29/10/2024,23:17:08,ST,997.9,g
460,29/10/2024,23:32:08,ST,997.9,g
461,29/10/2024,23:47:08,ST,997.9,g
462,30/10/2024,00:02:08,ST,997.9,g
463,30/10/2024,00:17:08,ST,997.9,g
464,30/10/2024,00:32:08,ST,997.9,g
465,30/10/2024,00:47:08,ST,997.9,g
466,30/10/2024,01:02:08,ST,997.9,g
467,30/10/2024,01:17:08,ST,996.9,g
468,30/10/2024,01:32:08,ST,996.9,g
469,30/10/2024,01:47:08,ST,996.9,g
470,30/10/2024,02:02:08,ST,996.9,g
471,30/10/2024,02:17:08,ST,996.9,g
472,30/10/2024,02:32:08,ST,996.9,g
473,30/10/2024,02:47:08,ST,996.9,g
474,30/10/2024,03:02:08,ST,996.9,g
475,30/10/2024,03:17:08,ST,995.9,g
476,30/10/2024,03:32:08,ST,995.9,g
477,30/10/2024,03:47:08,ST,995.9,g
478,30/10/2024,04:02:08,ST,995.9,g
479,30/10/2024,04:17:08,ST,995.9,g
480,30/10/2024,04:32:08,ST,995.9,g
481,30/10/2024,04:47:08,ST,995.9,g
482,30/10/2024,05:02:08,ST,995.9,g
483,30/10/2024,05:17:08,ST,995.9,g
484,30/10/2024,05:32:08,ST,994.9,g
485,30/10/2024,05:47:08,ST,994.9,g
486,30/10/2024,06:02:08,ST,994.9,g
487,30/10/2024,06:17:08,ST,994.9,g
488,30/10/2024,06:32:08,ST,994.9,g
489,30/10/2024,06:47:08,ST,994.9,g
490,30/10/2024,07:02:08,ST,993.9,g
491,30/10/2024,07:17:08,ST,992.9,g
492,30/10/2024,07:32:08,ST,991.9,g
493,30/10/2024,07:47:08,ST,990.9,g
494,30/10/2024,08:02:08,ST,990.9,g
495,30/10/2024,08:17:08,ST,989.9,g
496,30/10/2024,08:32:08,ST,989.9,g
497,30/10/2024,08:47:08,ST,988.8,g
498,30/10/2024,09:02:08,ST,987.8,g
499,30/10/2024,09:17:08,ST,986.8,g
500,30/10/2024,09:32:08,ST,986.8,g
501,30/10/2024,09:47:08,ST,985.8,g
502,30/10/2024,10:02:08,ST,984.8,g
503,30/10/2024,10:17:08,ST,983.8,g
504,30/10/2024,10:32:08,ST,982.8,g
505,30/10/2024,10:47:08,ST,981.8,g
506,30/10/2024,11:02:08,ST,980.8,g
507,30/10/2024,11:17:08,ST,979.8,g
508,30/10/2024,11:32:08,ST,978.7,g
509,30/10/2024,11:47:08,ST,977.7,g
510,30/10/2024,12:02:08,ST,976.7,g
511,30/10/2024,12:17:08,ST,975.7,g
512,30/10/2024,12:32:08,ST,974.7,g
513,30/10/2024,12:47:08,ST,973.7,g
514,30/10/2024,13:02:08,ST,971.7,g
515,30/10/2024,13:17:08,ST,970.7,g
516,30/10/2024,13:32:08,ST,969.7,g
517,30/10/2024,13:47:08,ST,968.6,g
518,30/10/2024,14:02:08,ST,967.6,g
519,30/10/2024,14:17:08,ST,966.6,g
